text,intent,label
please do not talk for thirty minutes,volume control,19
write an email about next week weather to my wife,send email,13
hi how are you,"greet and hello hi kind of things, general check in",7
what is the weather like tomorrow,asking weather,2
Tell me what time it is?,asking time,1
Hello,"greet and hello hi kind of things, general check in",7
it looks sunny and clear today is that true,asking weather,2
click selfie of,click photo,3
please play some jazz music,play on youtube,12
download youtube video of,download youtube video,5
are there any status updates on cnn news facebook page,tell me news,18
Can you increase the volume?,volume control,19
Great thanks! My user is Bella,"greet and hello hi kind of things, general check in",7
open website stackoverflow.com,open website,9
What can you assist me with?,what can you do,20
download youtube video of,download youtube video,5
do i have an email from person a,send email,13
What are the top places nearby?,places near me,10
celebrities,tell me about,16
open website stackoverflow.com,open website,9
i need an email to be sent to comcastcom about my service issues,send email,13
find me the oldest hotel in washington dc,places near me,10
what is the weather like now tomorrow,asking weather,2
tell me news day after tomorrow,tell me news,18
hey there,"greet and hello hi kind of things, general check in",7
give a hand to this game,play games,11
Tell me about,tell me about,16
Give me a joke,tell me joke,17
say joke,tell me joke,17
send will do thanks to john as a reply to his last message,send email,13
"please tell me good news,tell me some good news,tell me something good happened",tell me news,18
refresh the inbox and update about any unread mails,send email,13
Hya there,"greet and hello hi kind of things, general check in",7
please slow down volume of speaker,volume control,19
Do you know what time it is?,asking time,1
what time is it day before tomorrow,asking time,1
where should i go for mexican food in me area,places near me,10
get me match highlights,tell me news,18
no speaking please,volume control,19
Where can I find something nearby?,places near me,10
"Thank you, bye",goodbye,6
take screenshot,take screenshot,15
What are the closest places to me?,places near me,10
download youtube video of <name>,download youtube video,5
My user is Adam,"greet and hello hi kind of things, general check in",7
what is the day of the week,asking date,0
please tell me a joke,tell me joke,17
let's play a game of trivia,play games,11
covid confirmed cases of,covid cases,4
send whatsapp message,send whatsapp message,14
Hya there,"greet and hello hi kind of things, general check in",7
set volume to zero,volume control,19
i am bored what can i do today with my wife,i am bored,8
what time is it day before tomorrow,asking time,1
good day,goodbye,6
what is the weather like now day before tomorrow,asking weather,2
send whatsapp message,send whatsapp message,14
send email about <name>,send email,13
click photo,click photo,3
Please be quiet,goodbye,6
covid cases,covid cases,4
screen shot of <name>,take screenshot,15
play minecraft with me,play games,11
daily cases of india,covid cases,4
What can you assist me with?,what can you do,20
Can you recommend some places nearby?,places near me,10
tell me a joke about getting a first,tell me joke,17
screen shot now,take screenshot,15
Do you know what time it is?,asking time,1
send whatsapp message,send whatsapp message,14
tell me a joke about virginia,tell me joke,17
good afternoon,goodbye,6
tell me news today,tell me news,18
Time,asking time,1
day after tomorrow,asking date,0
please give me today's date,asking time,1
what's good news,tell me news,18
i want to slow down my speaker,volume control,19
take screenshot,take screenshot,15
play for me the game star wars,play games,11
twenty ninth march comes on what day,asking time,1
email co worker about work project,send email,13
reply back to this email,send email,13
What can you assist me with?,what can you do,20
did paul email me recently,send email,13
tell me a joke about getting a first,tell me joke,17
i want to listen to rock,play on youtube,12
I am Bella,"greet and hello hi kind of things, general check in",7
how warm is it in columbus ohio,asking weather,2
decrease the volume to ten,volume control,19
send email to <name> about <name>,send email,13
play jack johnson playlist music,play on youtube,12
click photo of,click photo,3
click photo,click photo,3
"s1, rephrase me further on it please.",tell me about,16
i want to read yahoo news,tell me news,18
Can you recommend some places nearby?,places near me,10
Can you control the volume?,volume control,19
play let me love you on youtube,play on youtube,12
Hello hope you are doing well?,"greet and hello hi kind of things, general check in",7
capture selfie,click photo,3
send whatsapp message to 9898982565,send whatsapp message,14
what do you mean.,tell me about,16
send whatsapp message about <name>,send whatsapp message,14
open website stackoverflow.com,open website,9
turn off speaker,volume control,19
download youtube video of <name> today,download youtube video,5
What are your functionalities?,what can you do,20
what time is it tomorrow,asking time,1
what is the weather like tomorrow,asking weather,2
what time is it now,asking time,1
tell me news day after tomorrow,tell me news,18
downloads management,tell me about,16
How hot will it be,asking weather,2
How about a joke,tell me joke,17
time,asking time,1
you're too loud,volume control,19
stop the audio,volume control,19
download youtube video of minecraft,download youtube video,5
i want to hear chopin now,play on youtube,12
Quiet,goodbye,6
what is the weather tomorrow,asking weather,2
daily cases of india,covid cases,4
open website github.com,open website,9
i am bored what can i do today,i am bored,8
what do you think i should have for breakfast,tell me about,16
olly what songs have i listened to at least ten times,play on youtube,12
i didn't catch that.,tell me about,16
play games with me,play games,11
Hello,"greet and hello hi kind of things, general check in",7
play maroon five playlist,play on youtube,12
Great thanks! This is Bella,"greet and hello hi kind of things, general check in",7
Enough talking,goodbye,6
what is the current day month and year,asking time,1
send whatsapp message about <name>,send whatsapp message,14
what's the news in politics,tell me news,18
play bad guy on youtube,play on youtube,12
download youtube video of minecraft,download youtube video,5
It is Adam,"greet and hello hi kind of things, general check in",7
Hi how are you?,"greet and hello hi kind of things, general check in",7
